NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0447;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40382;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355rro0447;rro0447incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0440;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40381;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0440;rro0440incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0218;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40380;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355rro0218;rro0218incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0478;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40379;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1637355acr0478;acr0478incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637355;Incident;1 - Critical;Closed;3 - Evento;RRO0172  + SW HAC-MED.SA?NDIEGO-CP1 + PUERTO  gpon-0/1/10:8  + CAÖDA TOTAL + MEDELLIN + A9KESPACIOSUR +  RRO0172 - MEDELLÖN EXTRANET VISIONAMOS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;XZPC006;Empresas ? Extranet;;Resolved Successfully;1/07/2022;2/07/2022;0,106388889;;;ESTRATEGICA;Medell¡n;rro0172_hac-med.sandiego-cp1_0/5/2:8;860032909;SM;40378;Empresas;CE;4;Incidente;0,106388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1637355XZPC006;XZPC006incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,416666667;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1637043;Incident;1 - Critical;Closed;3 - Evento;"RRM0166 +  	SER-168402 + SER-168402 AZTECA + CAIDA DATOS + TUMACO MERCA Z TUMACO";;incident;failure;No Hay Navegaci¢n;Hardware - Desconectado/Mal Conectado;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0166;Empresas ? Intranet;;Diagnosed Successfully;1/07/2022;2/07/2022;0,096111111;;;ESTRATEGICA;Tocancip ;;860032909;SM;40377;Empresas;CE;4;Incidente;0,096111111;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1637043RRM0166;RRM0166incidentfailureNo Hay Navegaci¢nHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;8;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1636687;Incident;1 - Critical;Closed;3 - Evento;ACR0409 + ZAC-BAR.SENA-CP1 +GPON 1/1/8:3 + DAIDA DATOS + BARRANQUILLA HOMECENTER CALLE 30 PPAL;;incident;failure;No Hay Navegaci¢n;Fibra - atenuada;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0409;Empresas ? Intranet;;Resolved Successfully;1/07/2022;7/07/2022;2,088333333;;;ESTRATEGICA;Tocancip ;acr0409_a9kbqwtc_gigabitethernet0/0/0/1.953;860032909;SM;40376;Empresas;CE;4;Incidente;2,088333333;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1636687acr0409;acr0409incidentfailureNo Hay Navegaci¢nFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;21,21777778;1069713349;OT1783117;;;;;INC6712304;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1636573;Incident;1 - Critical;Closed;3 - Evento;ACR0366 - CALI RENDIDOR SANTANDER DE QUILICHAO // MASIVA IM1636571;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF6711C;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;acr0366;Empresas ? Extranet;;Resolved Successfully;1/07/2022;1/07/2022;0,059722222;;;ESTRATEGICA;Tocancip ;acr0366_aag-calicentro-c1_4/1/3:910;860032909;SM;40375;Empresas;CE;4;Incidente;0,059722222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1636573acr0366;acr0366incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;11,83333333;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Nodos Alcatel
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1636123;Incident;1 - Critical;Closed;3 - Evento;ACR0409  + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD +A9KBQWTC + ACR0409 - BARRANQUILLA HOMECENTER CALLE 30 PPAL;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;XZPC047;Empresas ? Intranet;;Resolved Successfully;30/06/2022;1/07/2022;0,151944444;;;ESTRATEGICA;Barranquilla;acr0409_zac-bar.sena-cp1_gpon-onu_1/2/8:3;860032909;SM;40374;Empresas;CE;4;Incidente;0,151944444;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1636123XZPC047;XZPC047incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5;1069713349;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1636123;Incident;1 - Critical;Closed;3 - Evento;ACR0409  + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD +A9KBQWTC + ACR0409 - BARRANQUILLA HOMECENTER CALLE 30 PPAL;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0264;Empresas ? Intranet;;Resolved Successfully;30/06/2022;1/07/2022;0,151944444;;;ESTRATEGICA;Soledad;acr0409_zac-bar.sena-cp1_gpon-onu_1/2/8:3;860032909;SM;40373;Empresas;CE;4;Incidente;0,151944444;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1636123rro0264;rro0264incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5;1069713349;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1635018;Incident;1 - Critical;Closed;3 - Evento;ACR0394  + SW ZAC-BAR.WT?CPON.CP2 + PUERTO gpon_onu-1/1/1?1:5 + CAÖDA + BARRANQUILLA + CISCO  +  ACR0394 - BARRANQUILLA STO 052 TORRES METRO;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0394;Empresas ? Intranet;;Diagnosed Successfully;29/06/2022;1/07/2022;1,744166667;;;ESTRATEGICA;Tocancip ;acr0394_zac-bar.wtcpon-cp2_gpon-onu_1/3/3:5;860032909;SM;40372;Empresas;CE;4;Incidente;1,744166667;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1635018acr0394;acr0394incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;52,755;1069713349;INC6705400;;;;;INC6705400;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1668740;Incident;1 - Critical;Closed;3 - Evento;"RRO0472  + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD + EQUIPO +	RRO0472 - ITAGUI EURO PARQUE";;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;;Empresas ? Intranet;;Diagnosed Successfully;30/07/2022;31/07/2022;21,33194444;;;ESTRATEGICA;;;860032909;SM;40535;Empresas;CE;4;Incidente;21,33194444;No Cumple;Prioridad 1;;;;NO;0;;No Aplica;No Aplica;Cliente;IM1668740;incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Error Proceso;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3;1069713349;;;;;;;;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1667465;Incident;1 - Critical;Closed;3 - Evento;RRO0202 + HAC-BAR.BQCENTRO-CP1  +0/15/25 + CAIDA DATOS  + BARRANQUILLA MEGATIENDAS EXPRESS CALLE 30;;incident;failure;No Hay Navegaci¢n;Fibra - Ruptura;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrc0008;Empresas ? Intranet;;Resolved Successfully;29/07/2022;30/07/2022;24,39083333;;;ESTRATEGICA;Tocancip ;rro0202_a9kbqwtc_gigabitethernet0/1/0/4.324;860032909;SM;40530;Empresas;CE;4;Incidente;24,39083333;No Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1667465rrc0008;rrc0008incidentfailureNo Hay Navegaci¢nFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,177222222;1069713349;OT1834959;;;;;INC6885079;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1666495;Incident;1 - Critical;Closed;3 - Evento;"CRT0009  + SW HAC-BAQ.BQ?C?ENTRO-CP1  + PUERTO 	Port 0/10/16 + CAÖDA + BARRANQUILLA + A9KBQWTC + 	CRT0009 - BARRANQUILLA SEDE ADMINISTRATIVA PPAL";;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0005;Empresas ? Extranet;;Resolved Successfully;28/07/2022;30/07/2022;9,181111111;;;ESTRATEGICA;Tocancip ;crt0009_a9kbqwtc_gigabitethernet0/1/0/3.231;860032909;SM;40527;Empresas;CE;4;Incidente;9,181111111;No Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1666495rrm0005;rrm0005incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;24,89083333;1069713349;;;;;;INC6880142;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1662979;Incident;1 - Critical;Closed;3 - Evento;RRO0206 + AAG-BAR.WT?C-C1 + 2/1/7 + CAIDA DATOS + BARRANQUILLA STO 98 BUENAVISTA;;incident;failure;No Hay Navegaci¢n;Instalaciones - Energ¡a;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0206;Empresas ? Intranet;;Diagnosed Successfully;26/07/2022;26/07/2022;5,991666667;;;ESTRATEGICA;Barranquilla;rro0206_a9kbqwtc_gigabitethernet0/0/0/7.2040;860032909;SM;40518;Empresas;CE;4;Incidente;5,991666667;No Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1662979rro0206;rro0206incidentfailureNo Hay Navegaci¢nInstalaciones - Energ¡a;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5,764166667;1069713349;OT1828301;;;;;INC6862953;R1. COSTA;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1661775;Incident;1 - Critical;Closed;3 - Evento;RRM0160 + AAC-NAR.IP?IALES1-M2 + PUERTO FISICO ALCATEL 1/3/1  + CAIDA DATOS  + IPIALES ALKOSTO;;incident;failure;No Hay Navegaci¢n;Fibra - Ruptura;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0160;Empresas ? Intranet;;Resolved Successfully;25/07/2022;25/07/2022;8,1175;;;ESTRATEGICA;Tocancip ;rrm0160_a9kpasto_gigabitethernet0/0/0/1.580;860032909;SM;40511;Empresas;CE;4;Incidente;8,1175;No Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1661775rrm0160;rrm0160incidentfailureNo Hay Navegaci¢nFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;8,98;1069713349;OT1826775;;;;;INC6857504;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1661417;Incident;1 - Critical;Closed;3 - Evento;RRC0019+ ZAC-CTG.EL_BOSQUE-CP1 + gei_1/16/14 + CAIDA DATOS + CARTAGENA STO 109 BUENOS AIRES;;incident;failure;No Hay Navegaci¢n;Fibra - atenuada;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRC0019;Empresas ? Intranet;;Resolved Successfully;25/07/2022;26/07/2022;13,39777778;;;ESTRATEGICA;Tocancip ;rrc0019_bosque_tengigabitethernet1/1/0.246;860032909;SM;40509;Empresas;CE;4;Incidente;13,39777778;No Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1661417rrc0019;rrc0019incidentfailureNo Hay Navegaci¢nFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;36,1475;1069713349;INC6862712;;;;;INC6862712;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1661266;Incident;1 - Critical;Closed;3 - Evento;RRC0019///CREDIBANCO///caida de internet;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF6711C;;EC0476F;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;RRC0019;Empresas ? Extranet;;Resolved Successfully;25/07/2022;25/07/2022;6,058611111;;;ESTRATEGICA;Tocancip ;RRC0019;860032909;SM;40508;Empresas;CE;4;Incidente;6,058611111;No Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1661266RRC0019;RRC0019incidentfailureConectividad LimitadaFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1661131;Incident;1 - Critical;Closed;3 - Evento;"RRM0075 - CALI GRAN COLOMBIA GAITAN	CALI;	ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO	24/07/2022 19:34:31";;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC7297S;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0075;Empresas ? Extranet;;Resolved Successfully;24/07/2022;25/07/2022;11,89055556;;;ESTRATEGICA;Tocancip ;rrm0075;860032909;SM;40506;Empresas;CE;4;Incidente;11,89055556;No Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1661131rrm0075;rrm0075incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;25,57472222;1069713349;OT1826207;;;;;INC6856106;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1660723;Incident;1 - Critical;Closed;3 - Evento;RRM0062 + mflora+ FastEthernet7/27 + CAIDA + CALI + METRRO;;incident;failure;Conectividad Limitada;Fibra - atenuada;EC4508U;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0062;Empresas ? Intranet;;Resolved Successfully;24/07/2022;24/07/2022;7,169166667;;;ESTRATEGICA;Tocancip ;RRM0062;860032909;SM;40504;Empresas;CE;4;Incidente;7,169166667;No Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1660723RRM0062;RRM0062incidentfailureConectividad LimitadaFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;9,666666667;860032909-7;OT1824989;;;;;INC6850359;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1660710;Incident;1 - Critical;Closed;1 - Usuario;ACR0303 + AAG-CTG.EL_BOSQUE-C2 +  3/2/18 + CAIDA  + CARTAGENA + ALCATEL;;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC4508U;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;ACR0303;Empresas ? Intranet;;Resolved Successfully;24/07/2022;26/07/2022;21,09944444;;;ESTRATEGICA;Tocancip ;ACR0303;860032909;SM;40503;Empresas;CE;4;Incidente;21,09944444;No Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1660710ACR0303;ACR0303incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;44,33333333;1069713349;OT1826181;;;;;INC6856041;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
